Sample,EVM1 VSHUNT Results (mV),EVM1 VBUS Results (V),EVM1 CURRENT Results (A),EVM1 POWER Results (W)
0,0.8125,5.2075,0.06775393419170243,0.35250357653791137
1,0.71,5.19875,0.06857796852646639,0.3570815450643777
2,0.8375,5.19875,0.06976824034334765,0.3639484978540773
3,0.88,5.21125,0.07333905579399143,0.38226037195994284
4,0.7175,5.1975,0.0672961373390558,0.34792560801144495
5,0.84,5.21,0.07004291845493563,0.3639484978540773
6,1.095,5.195,0.09128469241773964,0.4715307582260372
7,0.9025,5.17875,0.06125321888412018,0.3181688125894135
8,0.735,5.1925,0.06125321888412018,0.3181688125894135
9,0.855,5.20875,0.07123319027181689,0.37081545064377686
10,0.905,5.17875,0.061711015736766815,0.3181688125894135
11,0.725,5.19375,0.06042918454935623,0.3158798283261803
12,0.7575,5.20875,0.06308440629470673,0.32961373390557946
13,0.6875,5.2075,0.07397997138769671,0.3868383404864092
14,0.845,5.2125,0.07040915593705294,0.36852646638054365
15,0.81,5.20625,0.06747925608011446,0.35250357653791137
16,0.865,5.18125,0.05832331902718169,0.30443490701001436
17,0.76,5.19,0.06335908440629472,0.32961373390557946
18,0.865,5.20625,0.07205722460658083,0.37539341917024327
19,0.7875,5.19,0.06354220314735337,0.32961373390557946
20,0.6825,5.2125,0.07040915593705294,0.36852646638054365
21,0.98,5.1875,0.08167095851216023,0.4234620886981402
22,0.725,5.21125,0.07544492131616595,0.3937052932761088
23,0.8025,5.2025,0.07562804005722461,0.3937052932761088
24,0.855,5.19375,0.07123319027181689,0.37081545064377686
25,0.76,5.20375,0.06583118741058656,0.3410586552217454
26,0.7075,5.20625,0.07562804005722461,0.3937052932761088
27,0.88,5.21,0.07333905579399143,0.38226037195994284
28,0.8725,5.1825,0.05704148783977111,0.2952789699570816
29,0.8825,5.18125,0.057499284692417746,0.2952789699570816
30,0.6875,5.18,0.05731616595135909,0.2952789699570816
31,0.675,5.20875,0.07288125894134478,0.3776824034334764
32,0.735,5.2075,0.07269814020028613,0.3776824034334764
33,0.7625,5.20875,0.06354220314735337,0.32961373390557946
34,0.6775,5.2125,0.056492131616595144,0.2929899856938484
35,0.68,5.2125,0.07169098712446352,0.37539341917024327
36,1.125,5.18375,0.09375679542203148,0.4875536480686696
37,0.7175,5.19,0.05978826895565094,0.3113018597997139
38,0.8975,5.17875,0.06143633762517883,0.3181688125894135
39,0.73,5.19125,0.06079542203147354,0.3158798283261803
40,0.8125,5.20625,0.06775393419170243,0.35250357653791137
41,0.88,5.185,0.059971387696709594,0.3113018597997139
42,0.765,5.205,0.06372532188841203,0.32961373390557946
43,0.815,5.21,0.06793705293276109,0.35250357653791137
44,0.7025,5.20125,0.07059227467811159,0.36852646638054365
45,0.88,5.2075,0.07333905579399143,0.38226037195994284
46,0.7475,5.2075,0.06226037195994278,0.32274678111587984
47,0.7575,5.1925,0.06647210300429185,0.34563662374821175
48,0.8775,5.20875,0.07315593705293277,0.38226037195994284
49,0.86,5.2125,0.07169098712446352,0.37539341917024327
50,0.74,5.19625,0.06647210300429185,0.34563662374821175
51,0.9575,5.17625,0.07974821173104436,0.4120171673819743
52,0.8325,5.18375,0.06940200286123034,0.35937052932761093
53,0.745,5.2075,0.0683032904148784,0.3570815450643777
54,0.76,5.18,0.06335908440629472,0.32961373390557946
55,0.7175,5.17625,0.05978826895565094,0.3113018597997139
56,0.845,5.18625,0.06601430615164522,0.3410586552217454
57,0.86,5.1825,0.057499284692417746,0.2952789699570816
58,0.7275,5.185,0.060612303290414886,0.3158798283261803
59,0.745,5.2025,0.060246065808297576,0.3158798283261803
60,0.835,5.18875,0.05603433476394851,0.2929899856938484
61,0.765,5.21,0.06372532188841203,0.3341917024320458
62,0.6925,5.20875,0.07333905579399143,0.38226037195994284
63,0.7075,5.20875,0.06335908440629472,0.32961373390557946
64,0.745,5.205,0.062077253218884125,0.32274678111587984
65,0.6725,5.20625,0.07187410586552218,0.37539341917024327
66,1.265,5.16875,0.07059227467811159,0.3639484978540773
67,0.865,5.21,0.07205722460658083,0.37539341917024327
68,0.815,5.19625,0.06125321888412018,0.3181688125894135
69,0.75,5.20875,0.06793705293276109,0.35250357653791137
70,0.9175,5.2075,0.07645207439198856,0.3982832618025752
71,0.8925,5.18125,0.07434620886981402,0.3113018597997139
72,0.88,5.18125,0.0576824034334764,0.29985693848354794
73,0.68,5.18875,0.0566752503576538,0.2929899856938484
74,0.69,5.18,0.057499284692417746,0.2952789699570816
75,0.72,5.2075,0.06290128755364807,0.32732474964234626
76,0.7125,5.20125,0.059330472103004295,0.30672389127324756
77,0.695,5.195,0.05795708154506438,0.29985693848354794
78,0.71,5.2025,0.07040915593705294,0.36852646638054365
79,0.8625,5.21125,0.07187410586552218,0.37539341917024327
80,0.7825,5.21125,0.06519027181688127,0.3410586552217454
81,0.955,5.1925,0.0812131616595136,0.421173104434907
82,0.815,5.20875,0.06793705293276109,0.35250357653791137
83,0.9175,5.21,0.07645207439198856,0.3982832618025752
84,0.7975,5.1975,0.061711015736766815,0.32274678111587984
85,0.87,5.20875,0.07251502145922747,0.3776824034334764
86,0.9175,5.20625,0.07645207439198856,0.3982832618025752
87,0.8175,5.18625,0.06253505007153076,0.32274678111587984
88,0.8675,5.2075,0.07233190271816882,0.37539341917024327
89,0.86,5.215,0.07169098712446352,0.37539341917024327
90,0.8325,5.19,0.06290128755364807,0.32732474964234626
