Sample,EVM1 VSHUNT Results (mV),EVM1 VBUS Results (V),EVM1 CURRENT Results (A),EVM1 POWER Results (W)
0,0.84,5.195,0.07004291845493563,0.3639484978540773
1,0.855,5.19875,0.07123319027181689,0.37081545064377686
2,0.9275,5.17875,0.06335908440629472,0.32732474964234626
3,0.79,5.205,0.0672961373390558,0.34792560801144495
4,0.925,5.20625,0.07709298998569386,0.4005722460658083
5,0.9125,5.18125,0.06125321888412018,0.3181688125894135
6,0.79,5.20375,0.07040915593705294,0.36852646638054365
7,0.84,5.20625,0.07004291845493563,0.3639484978540773
8,0.705,5.2125,0.07205722460658083,0.37539341917024327
9,0.8875,5.18,0.05850643776824035,0.30443490701001436
10,0.73,5.18125,0.06079542203147354,0.3158798283261803
11,0.85,5.1875,0.057499284692417746,0.29985693848354794
12,0.9225,5.18125,0.07169098712446352,0.37081545064377686
13,0.73,5.18125,0.06079542203147354,0.3158798283261803
14,0.835,5.19,0.0576824034334764,0.29985693848354794
15,0.785,5.1925,0.06647210300429185,0.34563662374821175
16,0.8725,5.20125,0.07269814020028613,0.3776824034334764
17,0.865,5.185,0.07205722460658083,0.37539341917024327
18,0.75,5.21,0.07315593705293277,0.38226037195994284
19,0.86,5.2075,0.07169098712446352,0.37539341917024327
20,0.81,5.2075,0.06747925608011446,0.35250357653791137
21,0.87,5.185,0.06876108726752504,0.3570815450643777
22,0.75,5.1775,0.06253505007153076,0.32274678111587984
23,0.835,5.21375,0.069585121602289,0.3639484978540773
24,0.725,5.2,0.07105007153075824,0.37081545064377686
25,0.865,5.2125,0.07205722460658083,0.37539341917024327
26,0.7,5.19375,0.05832331902718169,0.30443490701001436
27,0.735,5.21,0.06500715307582261,0.33648068669527903
28,0.69,5.18375,0.057499284692417746,0.2952789699570816
29,0.77,5.18875,0.06418311874105866,0.3341917024320458
30,0.885,5.18,0.058964234620886985,0.30443490701001436
31,0.87,5.2025,0.07251502145922747,0.3776824034334764
32,0.9125,5.2075,0.07608583690987125,0.3982832618025752
33,0.9275,5.1775,0.06253505007153076,0.32274678111587984
34,0.74,5.18,0.061711015736766815,0.3181688125894135
35,0.75,5.18125,0.06253505007153076,0.32274678111587984
36,0.74,5.2025,0.07663519313304722,0.3982832618025752
37,0.85,5.18875,0.07086695278969958,0.36852646638054365
38,0.7875,5.185,0.06564806866952791,0.3410586552217454
39,0.88,5.1825,0.05832331902718169,0.30443490701001436
40,0.7875,5.1875,0.06454935622317597,0.3341917024320458
41,0.83,5.195,0.06912732474964235,0.35937052932761093
42,0.885,5.18,0.06107010014306152,0.3158798283261803
43,0.705,5.20375,0.07370529327610874,0.38226037195994284
44,0.86,5.2125,0.07169098712446352,0.37539341917024327
45,0.83,5.185,0.06308440629470673,0.32732474964234626
46,0.6875,5.2075,0.07416309012875537,0.3868383404864092
47,0.905,5.20875,0.07544492131616595,0.3937052932761088
48,0.925,5.1775,0.06775393419170243,0.35250357653791137
49,0.94,5.1775,0.06189413447782547,0.3181688125894135
50,0.755,5.19375,0.06290128755364807,0.32732474964234626
51,0.755,5.2025,0.07727610872675252,0.4005722460658083
52,0.9025,5.18,0.06564806866952791,0.3410586552217454
53,0.7775,5.1875,0.06482403433476396,0.33648068669527903
54,0.9,5.18,0.07498712446351932,0.29985693848354794
55,0.84,5.185,0.06308440629470673,0.32732474964234626
