Sample,EVM1 VSHUNT Results (mV),EVM1 VBUS Results (V),EVM1 CURRENT Results (A),EVM1 POWER Results (W)
0,4.6125,4.87125,0.38171101573676686,1.860944206008584
1,4.6,4.87,0.38335908440629474,1.8678111587982833
2,4.6075,4.87375,0.3835422031473534,1.8678111587982833
3,4.6025,4.8725,0.38271816881258947,1.8632331902718169
4,4.6025,4.8725,0.3835422031473534,1.8678111587982833
5,4.625,4.87125,0.38226037195994284,1.8632331902718169
6,4.595,4.87125,0.38226037195994284,1.8632331902718169
7,4.6125,4.8725,0.38436623748211735,1.8723891273247497
8,4.6,4.87125,0.38335908440629474,1.8678111587982833
9,4.5775,4.87,0.3851902718168813,1.8746781115879831
10,4.635,4.8725,0.3862889842632332,1.8815450643776825
11,4.62,4.87375,0.3850071530758226,1.8678111587982833
12,4.6075,4.87625,0.3837253218884121,1.8723891273247497
13,4.5625,4.8725,0.3802460658082976,1.8517882689556513
14,4.6175,4.8725,0.384824034334764,1.8746781115879831
15,4.605,4.8725,0.38436623748211735,1.8723891273247497
16,4.58,4.8725,0.38171101573676686,1.860944206008584
17,4.6325,4.87375,0.3860143061516452,1.8815450643776825
18,4.6225,4.8725,0.3841831187410587,1.8723891273247497
19,4.605,4.87125,0.3837253218884121,1.8678111587982833
20,4.6175,4.87375,0.384824034334764,1.8746781115879831
21,4.6075,4.87375,0.3825350500715308,1.8632331902718169
22,4.6125,4.875,0.38436623748211735,1.8746781115879831
23,4.57,4.87375,0.3807954220314736,1.8563662374821175
24,4.535,4.87625,0.3766752503576538,1.838054363376252
25,4.5775,4.87625,0.38143633762517887,1.860944206008584
26,4.57,4.875,0.3807954220314736,1.8563662374821175
27,4.565,4.87875,0.37832331902718175,1.8449213161659515
28,4.575,4.875,0.3812532188841202,1.860944206008584
29,4.545,4.87375,0.3787811158798284,1.8449213161659515
30,4.5575,4.875,0.3812532188841202,1.860944206008584
31,4.53,4.87625,0.3774992846924178,1.840343347639485
32,4.545,4.88,0.3787811158798284,1.8494992846924179
33,4.5625,4.8775,0.378964234620887,1.8494992846924179
34,4.56,4.87625,0.3802460658082976,1.8517882689556513
35,4.595,4.8725,0.3829012875536481,1.8632331902718169
36,4.5525,4.8775,0.3825350500715308,1.8678111587982833
37,4.6,4.87375,0.38226037195994284,1.8632331902718169
38,4.53,4.875,0.3774992846924178,1.840343347639485
39,4.5575,4.8775,0.38143633762517887,1.860944206008584
40,4.54,4.8775,0.38171101573676686,1.860944206008584
41,4.5525,4.8725,0.37933047210300436,1.8494992846924179
42,4.595,4.87375,0.3812532188841202,1.8563662374821175
43,4.5475,4.87,0.3837253218884121,1.8678111587982833
44,4.61,4.87125,0.3841831187410587,1.8723891273247497
45,4.5975,4.875,0.3835422031473534,1.8723891273247497
46,4.5575,4.87375,0.37832331902718175,1.8449213161659515
47,4.5975,4.87375,0.38308440629470675,1.8678111587982833
48,4.605,4.87625,0.3837253218884121,1.8723891273247497
49,4.62,4.8725,0.37914735336194566,1.8494992846924179
50,4.5825,4.8725,0.3818941344778255,1.860944206008584
51,4.59,4.8775,0.3825350500715308,1.8678111587982833
52,4.5825,4.87625,0.38271816881258947,1.8678111587982833
53,4.59,4.8725,0.3825350500715308,1.8632331902718169
54,4.5825,4.87375,0.3818941344778255,1.860944206008584
55,4.5675,4.87375,0.3825350500715308,1.8632331902718169
56,4.6,4.87125,0.38335908440629474,1.8678111587982833
57,4.5925,4.875,0.38271816881258947,1.8632331902718169
58,4.515,4.8775,0.384824034334764,1.8746781115879831
59,4.59,4.8775,0.3825350500715308,1.8678111587982833
60,4.5375,4.875,0.37814020028612305,1.8449213161659515
61,4.5775,4.87625,0.379788268955651,1.8517882689556513
62,4.5225,4.87375,0.3768583690987125,1.838054363376252
63,4.5475,4.875,0.378964234620887,1.8494992846924179
64,4.545,4.8725,0.3806123032904149,1.8563662374821175
65,4.1075,4.87125,0.34224892703862664,1.6686695278969959
66,4.5425,4.87625,0.3785064377682404,1.8449213161659515
67,4.565,4.87625,0.38042918454935626,1.8563662374821175
68,4.6075,4.87375,0.38171101573676686,1.860944206008584
69,4.595,4.8775,0.3829012875536481,1.8678111587982833
70,4.6125,4.87625,0.38226037195994284,1.8632331902718169
71,4.5775,4.8775,0.3829012875536481,1.8678111587982833
72,4.5725,4.86875,0.38107010014306153,1.8563662374821175
73,4.52,4.8725,0.38107010014306153,1.8563662374821175
74,4.55,4.87875,0.3835422031473534,1.8723891273247497
75,4.5775,4.875,0.38143633762517887,1.860944206008584
