Sample,EVM1 VSHUNT Results (mV),EVM1 VBUS Results (V),EVM1 CURRENT Results (A),EVM1 POWER Results (W)
0,3.455,4.97125,0.2879542203147354,1.4329041487839773
1,3.47,4.97125,0.28914449213161664,1.4374821173104437
2,3.4525,4.97375,0.2928984263233191,1.4557939914163092
3,3.4625,4.97375,0.2930815450643777,1.4580829756795424
4,3.4525,4.9725,0.2876795422031474,1.428326180257511
5,3.4675,4.97625,0.2910672389127325,1.4466380543633763
6,3.53,4.95875,0.29564520743919886,1.467238912732475
7,3.585,4.96125,0.29875822603719604,1.4809728183118742
8,3.485,4.97375,0.2910672389127325,1.4466380543633763
9,3.475,4.975,0.2897854077253219,1.439771101573677
10,3.4725,4.9725,0.2894191702432046,1.439771101573677
11,3.5125,4.97125,0.29253218884120175,1.4557939914163092
12,3.4775,4.97125,0.2906094420600859,1.4443490701001431
13,3.4575,4.975,0.28813733905579403,1.4329041487839773
14,3.555,4.96875,0.2962861230329042,1.4695278969957082
15,3.445,4.96625,0.2914334763948498,1.4466380543633763
16,3.465,4.97125,0.2887782546494993,1.4374821173104437
17,3.4625,4.9725,0.2885035765379113,1.4374821173104437
18,3.4675,4.975,0.2887782546494993,1.4374821173104437
19,3.46,4.97375,0.28832045779685267,1.4329041487839773
20,3.5025,4.97125,0.2918912732474965,1.4512160228898427
21,3.4875,4.97125,0.2917081545064378,1.4512160228898427
22,3.4675,4.975,0.288961373390558,1.4374821173104437
23,3.6175,4.96875,0.30141344778254653,1.4969957081545067
24,3.455,4.97375,0.28914449213161664,1.4374821173104437
25,3.495,4.97125,0.29125035765379115,1.4466380543633763
26,3.4925,4.97125,0.2910672389127325,1.4466380543633763
27,3.465,4.975,0.2885035765379113,1.4374821173104437
28,3.4875,4.9725,0.2906094420600859,1.4443490701001431
29,3.495,4.97125,0.29125035765379115,1.4466380543633763
30,3.4725,4.9725,0.2897854077253219,1.439771101573677
31,3.5,4.97125,0.2917081545064378,1.4512160228898427
32,3.5325,4.97125,0.2943633762517883,1.4626609442060088
33,3.455,4.9725,0.2897854077253219,1.439771101573677
34,3.49,4.97,0.28914449213161664,1.4374821173104437
35,3.52,4.97375,0.2933562231759657,1.4580829756795424
36,3.4825,4.9725,0.2879542203147354,1.4329041487839773
37,3.47,4.97375,0.28832045779685267,1.4329041487839773
38,3.5025,4.9725,0.2918912732474965,1.4512160228898427
39,3.4975,4.97125,0.29125035765379115,1.4466380543633763
40,3.475,4.96375,0.28996852646638055,1.439771101573677
41,3.4725,4.9725,0.2894191702432046,1.439771101573677
42,3.4775,4.9725,0.2897854077253219,1.439771101573677
43,3.475,4.97375,0.2897854077253219,1.439771101573677
44,3.485,4.96875,0.29042632331902724,1.4443490701001431
45,3.505,4.97125,0.2920743919885551,1.4466380543633763
46,3.4675,4.9725,0.2907925608011445,1.4466380543633763
47,3.4775,4.97375,0.2897854077253219,1.439771101573677
48,3.5,4.965,0.2917081545064378,1.4466380543633763
49,3.515,4.96375,0.2927153075822604,1.4512160228898427
50,3.5175,4.97625,0.2930815450643777,1.4580829756795424
51,3.5375,4.97125,0.29482117310443495,1.467238912732475
52,3.475,4.97375,0.2897854077253219,1.439771101573677
53,3.5025,4.97125,0.2918912732474965,1.4512160228898427
54,3.48,4.9725,0.28996852646638055,1.439771101573677
