Sample,EVM1 VSHUNT Results (mV),EVM1 VBUS Results (V),EVM1 CURRENT Results (A),EVM1 POWER Results (W)
0,4.5425,4.8425,0.3785064377682404,1.8334763948497856
1,4.51,4.84375,0.3766752503576538,1.826609442060086
2,4.5125,4.8425,0.37731616595135914,1.826609442060086
3,4.505,4.84125,0.37539341917024327,1.8197424892703866
4,4.525,4.84375,0.3758512160228899,1.8197424892703866
5,4.515,4.84,0.37814020028612305,1.8311874105865524
6,4.525,4.84125,0.37704148783977115,1.826609442060086
7,4.51,4.84375,0.37704148783977115,1.826609442060086
8,4.5,4.84375,0.3779570815450644,1.8311874105865524
9,4.555,4.84125,0.3796051502145923,1.838054363376252
10,4.5675,4.84375,0.37649213161659517,1.8220314735336196
11,4.495,4.8425,0.37603433476394854,1.8220314735336196
12,4.505,4.84375,0.37539341917024327,1.8197424892703866
13,4.5175,4.8425,0.3745693848354793,1.8151645207439202
14,4.52,4.84125,0.3768583690987125,1.8220314735336196
15,4.52,4.84375,0.3766752503576538,1.826609442060086
16,4.485,4.84375,0.3768583690987125,1.826609442060086
17,4.545,4.84375,0.3758512160228899,1.8197424892703866
18,4.525,4.8425,0.37704148783977115,1.826609442060086
19,4.515,4.8425,0.3762174535050072,1.8220314735336196
20,4.5075,4.84125,0.37731616595135914,1.826609442060086
21,4.52,4.8425,0.3766752503576538,1.8220314735336196
22,4.5325,4.84125,0.3776824034334764,1.8311874105865524
23,4.51,4.84125,0.3768583690987125,1.8220314735336196
24,4.53,4.8425,0.3774992846924178,1.826609442060086
25,4.52,4.8425,0.3766752503576538,1.8220314735336196
26,4.555,4.8425,0.3766752503576538,1.8220314735336196
27,4.5375,4.8425,0.37814020028612305,1.8311874105865524
28,4.515,4.8425,0.3762174535050072,1.8220314735336196
29,4.5025,4.8425,0.3768583690987125,1.826609442060086
30,4.4925,4.8425,0.37438626609442066,1.8105865522174538
31,4.52,4.84375,0.3766752503576538,1.826609442060086
32,4.52,4.84375,0.3779570815450644,1.8311874105865524
33,4.5225,4.84375,0.3768583690987125,1.826609442060086
34,4.525,4.8425,0.37704148783977115,1.826609442060086
35,4.51,4.84125,0.3768583690987125,1.8220314735336196
36,4.5325,4.8425,0.3776824034334764,1.8311874105865524
37,4.5175,4.84125,0.37649213161659517,1.8220314735336196
38,4.5125,4.84375,0.37475250357653794,1.8151645207439202
39,4.5325,4.84375,0.3776824034334764,1.8311874105865524
40,4.51,4.84375,0.3758512160228899,1.8197424892703866
41,4.545,4.8425,0.3745693848354793,1.8151645207439202
42,4.4925,4.8425,0.37438626609442066,1.8105865522174538
43,4.515,4.84125,0.3762174535050072,1.8220314735336196
44,4.505,4.8425,0.3779570815450644,1.8311874105865524
45,4.52,4.84375,0.3756680972818312,1.8197424892703866
46,4.515,4.84125,0.3762174535050072,1.8220314735336196
47,4.525,4.84125,0.37731616595135914,1.826609442060086
48,4.54,4.8425,0.37649213161659517,1.8220314735336196
49,4.52,4.8425,0.3766752503576538,1.8220314735336196
50,4.52,4.84125,0.37704148783977115,1.826609442060086
51,4.5,4.8425,0.3758512160228899,1.8197424892703866
52,4.515,4.8425,0.3762174535050072,1.8220314735336196
53,4.52,4.84125,0.37603433476394854,1.8197424892703866
54,4.525,4.8425,0.3768583690987125,1.826609442060086
55,4.5075,4.84375,0.3756680972818312,1.8197424892703866
56,4.525,4.84125,0.37649213161659517,1.8220314735336196
57,4.5325,4.84375,0.3752103004291846,1.8197424892703866
58,4.53,4.8425,0.3774992846924178,1.826609442060086
59,4.4925,4.84375,0.37438626609442066,1.826609442060086
60,4.515,4.8425,0.37649213161659517,1.8220314735336196
61,4.52,4.8425,0.3766752503576538,1.8220314735336196
62,4.52,4.84125,0.3766752503576538,1.8220314735336196
63,4.515,4.8425,0.3768583690987125,1.826609442060086
64,4.52,4.84125,0.3766752503576538,1.8220314735336196
65,4.51,4.8425,0.3758512160228899,1.8197424892703866
66,4.52,4.84125,0.3758512160228899,1.8197424892703866
67,4.5275,4.84125,0.37731616595135914,1.826609442060086
68,4.5225,4.8425,0.3768583690987125,1.826609442060086
69,4.5225,4.84375,0.3762174535050072,1.8220314735336196
70,4.5175,4.8425,0.37649213161659517,1.8220314735336196
71,4.5025,4.84375,0.3752103004291846,1.8197424892703866
72,4.51,4.8425,0.3758512160228899,1.8197424892703866
73,4.52,4.84375,0.3766752503576538,1.826609442060086
74,4.5175,4.84125,0.37649213161659517,1.8220314735336196
75,4.525,4.8425,0.37704148783977115,1.826609442060086
76,4.515,4.8425,0.3762174535050072,1.8220314735336196
77,4.5125,4.8425,0.37603433476394854,1.8220314735336196
78,4.5225,4.84375,0.3768583690987125,1.826609442060086
79,4.5225,4.8425,0.3768583690987125,1.826609442060086
80,4.5225,4.8425,0.3768583690987125,1.826609442060086
81,4.5175,4.84125,0.37649213161659517,1.8220314735336196
82,4.5175,4.8425,0.37649213161659517,1.8220314735336196
83,4.53,4.8425,0.3774992846924178,1.826609442060086
84,4.525,4.8425,0.37649213161659517,1.8220314735336196
85,4.5225,4.84375,0.3768583690987125,1.826609442060086
86,4.515,4.84375,0.3762174535050072,1.8220314735336196
87,4.5275,4.8425,0.37704148783977115,1.826609442060086
88,4.5225,4.84375,0.37704148783977115,1.826609442060086
89,4.525,4.8425,0.37704148783977115,1.826609442060086
90,4.535,4.8425,0.3766752503576538,1.8220314735336196
91,4.53,4.8425,0.3762174535050072,1.8220314735336196
92,4.5125,4.84125,0.37603433476394854,1.8197424892703866
93,4.52,4.84125,0.37704148783977115,1.826609442060086
94,4.52,4.8425,0.3766752503576538,1.8220314735336196
95,4.52,4.8425,0.3766752503576538,1.8220314735336196
96,4.5275,4.8425,0.37603433476394854,1.8220314735336196
97,4.515,4.8425,0.37704148783977115,1.826609442060086
98,4.5075,4.84375,0.3756680972818312,1.8197424892703866
99,4.5375,4.8425,0.3766752503576538,1.8220314735336196
100,4.5275,4.8425,0.3768583690987125,1.826609442060086
101,4.515,4.8425,0.3762174535050072,1.8220314735336196
102,4.5225,4.8425,0.3768583690987125,1.826609442060086
103,4.5125,4.84125,0.37603433476394854,1.8197424892703866
104,4.53,4.8425,0.3774992846924178,1.826609442060086
105,4.515,4.84375,0.3762174535050072,1.8220314735336196
106,4.525,4.84125,0.3766752503576538,1.8220314735336196
107,4.5175,4.84375,0.37649213161659517,1.8220314735336196
108,4.5175,4.8425,0.37649213161659517,1.8220314735336196
109,4.5175,4.8425,0.37704148783977115,1.826609442060086
110,4.5125,4.8425,0.37603433476394854,1.8220314735336196
111,4.525,4.84375,0.37704148783977115,1.826609442060086
112,4.505,4.84375,0.3762174535050072,1.8220314735336196
113,4.525,4.84375,0.37704148783977115,1.826609442060086
114,4.5125,4.84125,0.37603433476394854,1.8197424892703866
115,4.5225,4.8425,0.3768583690987125,1.826609442060086
116,4.51,4.8425,0.3758512160228899,1.8197424892703866
117,4.5325,4.84375,0.3776824034334764,1.8311874105865524
118,4.52,4.8425,0.37649213161659517,1.8220314735336196
119,4.52,4.8425,0.3766752503576538,1.8220314735336196
120,4.5175,4.8425,0.37649213161659517,1.8220314735336196
121,4.52,4.84125,0.37704148783977115,1.826609442060086
122,4.5175,4.8425,0.37649213161659517,1.8220314735336196
123,4.5125,4.8425,0.37603433476394854,1.8220314735336196
124,4.52,4.84125,0.37649213161659517,1.8220314735336196
125,4.51,4.8425,0.3758512160228899,1.8197424892703866
126,4.5175,4.8425,0.37649213161659517,1.8220314735336196
127,4.5275,4.8425,0.3752103004291846,1.8151645207439202
128,4.525,4.8425,0.37603433476394854,1.8220314735336196
129,4.5225,4.84375,0.3768583690987125,1.826609442060086
130,4.5225,4.8425,0.3766752503576538,1.8220314735336196
131,4.525,4.84125,0.3774992846924178,1.826609442060086
132,4.52,4.84375,0.3766752503576538,1.826609442060086
133,4.51,4.84125,0.3758512160228899,1.8197424892703866
134,4.5175,4.84375,0.3766752503576538,1.826609442060086
135,4.52,4.8425,0.3766752503576538,1.8220314735336196
136,4.5175,4.8425,0.3768583690987125,1.826609442060086
137,4.515,4.84125,0.3766752503576538,1.8220314735336196
138,4.52,4.8425,0.3766752503576538,1.8220314735336196
139,4.5125,4.8425,0.37704148783977115,1.826609442060086
140,4.53,4.8425,0.37603433476394854,1.8220314735336196
141,4.5225,4.84375,0.3768583690987125,1.826609442060086
142,4.525,4.8425,0.37704148783977115,1.8197424892703866
143,4.5275,4.8425,0.37704148783977115,1.826609442060086
144,4.5175,4.84375,0.37649213161659517,1.8220314735336196
145,4.52,4.8425,0.3766752503576538,1.8220314735336196
146,4.515,4.8425,0.37704148783977115,1.826609442060086
147,4.5275,4.84375,0.37731616595135914,1.826609442060086
148,4.515,4.8425,0.3762174535050072,1.8220314735336196
149,4.52,4.8425,0.3785064377682404,1.8334763948497856
150,4.5225,4.84125,0.3768583690987125,1.8220314735336196
151,4.525,4.8425,0.37704148783977115,1.826609442060086
152,4.5325,4.84125,0.3762174535050072,1.8220314735336196
153,4.52,4.8425,0.3766752503576538,1.8220314735336196
154,4.5275,4.8425,0.37731616595135914,1.826609442060086
155,4.515,4.8425,0.3776824034334764,1.8311874105865524
156,4.51,4.84125,0.3758512160228899,1.8197424892703866
157,4.525,4.84125,0.37704148783977115,1.826609442060086
158,4.52,4.8425,0.373928469241774,1.8105865522174538
159,4.515,4.8425,0.3762174535050072,1.8220314735336196
160,4.525,4.8425,0.37704148783977115,1.826609442060086
161,4.5175,4.8425,0.3776824034334764,1.8311874105865524
162,4.56,4.84125,0.37997138769670963,1.840343347639485
163,4.54,4.84375,0.37832331902718175,1.8334763948497856
164,4.5225,4.84125,0.3766752503576538,1.8220314735336196
165,4.49,4.84375,0.37420314735336196,1.8105865522174538
166,4.5075,4.84375,0.3756680972818312,1.8197424892703866
167,4.5225,4.8425,0.3779570815450644,1.8311874105865524
168,4.525,4.84125,0.37704148783977115,1.826609442060086
169,4.5275,4.84125,0.37731616595135914,1.826609442060086
170,4.5225,4.84125,0.37374535050071533,1.8082975679542206
171,4.52,4.84125,0.37814020028612305,1.8311874105865524
172,4.52,4.8425,0.3766752503576538,1.8220314735336196
173,4.5275,4.8425,0.37649213161659517,1.8220314735336196
174,4.525,4.8425,0.3745693848354793,1.8151645207439202
175,4.5225,4.8425,0.3768583690987125,1.826609442060086
176,4.5125,4.84125,0.37704148783977115,1.826609442060086
177,4.5125,4.8425,0.3762174535050072,1.8220314735336196
178,4.495,4.8425,0.3745693848354793,1.8151645207439202
179,4.5125,4.84375,0.3762174535050072,1.8220314735336196
180,4.515,4.84375,0.3766752503576538,1.826609442060086
181,4.49,4.8425,0.37420314735336196,1.8105865522174538
182,4.5125,4.8425,0.37649213161659517,1.8220314735336196
183,4.515,4.8425,0.37649213161659517,1.8220314735336196
184,4.52,4.84,0.3766752503576538,1.8220314735336196
