Sample,EVM1 VSHUNT Results (mV),EVM1 VBUS Results (V),EVM1 CURRENT Results (A),EVM1 POWER Results (W)
0,4.505,4.835,0.37438626609442066,1.8105865522174538
1,4.48,4.83375,0.37337911301859805,1.8037195994277542
2,4.4925,4.83375,0.37438626609442066,1.8105865522174538
3,4.4925,4.83375,0.3745693848354793,1.8105865522174538
4,4.525,4.835,0.37704148783977115,1.8220314735336196
5,4.505,4.8325,0.37539341917024327,1.8151645207439202
6,4.495,4.83375,0.3758512160228899,1.8151645207439202
7,4.5075,4.8325,0.3756680972818312,1.8151645207439202
8,4.495,4.83375,0.3745693848354793,1.8105865522174538
9,4.52,4.83375,0.3758512160228899,1.8151645207439202
10,4.5075,4.83375,0.3756680972818312,1.8151645207439202
11,4.515,4.835,0.3762174535050072,1.8197424892703866
12,4.5075,4.83375,0.3762174535050072,1.8197424892703866
13,4.4975,4.83375,0.37475250357653794,1.8105865522174538
14,4.51,4.83375,0.3758512160228899,1.8151645207439202
15,4.48,4.83375,0.3752103004291846,1.8151645207439202
16,4.525,4.83375,0.37704148783977115,1.8220314735336196
17,4.505,4.8325,0.37539341917024327,1.8151645207439202
18,4.5175,4.835,0.3762174535050072,1.8197424892703866
19,4.5175,4.83625,0.37649213161659517,1.8220314735336196
20,4.51,4.83375,0.3758512160228899,1.8151645207439202
21,4.5125,4.83375,0.37438626609442066,1.8105865522174538
22,4.4925,4.835,0.37475250357653794,1.8105865522174538
23,4.495,4.83375,0.3745693848354793,1.8105865522174538
24,4.49,4.8325,0.37603433476394854,1.8197424892703866
25,4.4925,4.83375,0.3766752503576538,1.8197424892703866
26,4.505,4.8325,0.37539341917024327,1.8151645207439202
27,4.5075,4.83375,0.3758512160228899,1.8151645207439202
28,4.4925,4.835,0.37475250357653794,1.8105865522174538
29,4.505,4.8325,0.37539341917024327,1.8151645207439202
30,4.4875,4.8325,0.3752103004291846,1.8105865522174538
31,4.4925,4.835,0.37539341917024327,1.8151645207439202
32,4.485,4.83375,0.37374535050071533,1.8082975679542206
33,4.49,4.8325,0.3762174535050072,1.8197424892703866
34,4.5075,4.8325,0.3722804005722461,1.7991416309012878
35,4.5,4.83375,0.37502718168812593,1.8105865522174538
36,4.5,4.8325,0.3762174535050072,1.8197424892703866
37,4.5125,4.835,0.37649213161659517,1.8197424892703866
38,4.51,4.83375,0.3758512160228899,1.8151645207439202
39,4.485,4.835,0.37374535050071533,1.8082975679542206
40,4.495,4.83375,0.3752103004291846,1.8151645207439202
41,4.51,4.83375,0.3758512160228899,1.8151645207439202
42,4.4825,4.835,0.3735622317596567,1.8082975679542206
43,4.4925,4.8325,0.3752103004291846,1.8105865522174538
44,4.5,4.835,0.37502718168812593,1.8151645207439202
45,4.5075,4.835,0.3756680972818312,1.8151645207439202
46,4.5,4.835,0.37475250357653794,1.8105865522174538
47,4.5225,4.83375,0.3768583690987125,1.8220314735336196
48,4.52,4.83375,0.3766752503576538,1.8197424892703866
49,4.515,4.83375,0.37502718168812593,1.8105865522174538
50,4.5075,4.8325,0.3756680972818312,1.8151645207439202
51,4.505,4.83375,0.37539341917024327,1.8151645207439202
52,4.505,4.83375,0.37603433476394854,1.8197424892703866
53,4.4975,4.83375,0.37475250357653794,1.8105865522174538
54,4.4975,4.835,0.37475250357653794,1.8105865522174538
55,4.505,4.835,0.37420314735336196,1.8082975679542206
56,4.4975,4.8325,0.37475250357653794,1.8105865522174538
57,4.525,4.835,0.37704148783977115,1.8220314735336196
58,4.4875,4.83375,0.37475250357653794,1.8105865522174538
59,4.5,4.835,0.37502718168812593,1.8151645207439202
60,4.5175,4.83375,0.37649213161659517,1.8197424892703866
61,4.5175,4.835,0.37475250357653794,1.8105865522174538
62,4.495,4.83375,0.3745693848354793,1.8105865522174538
63,4.485,4.83375,0.37374535050071533,1.8082975679542206
64,4.52,4.835,0.37539341917024327,1.8151645207439202
65,4.4925,4.8325,0.37475250357653794,1.8105865522174538
66,4.495,4.83375,0.3745693848354793,1.8105865522174538
67,4.5025,4.83375,0.37539341917024327,1.8151645207439202
68,4.5,4.83375,0.3745693848354793,1.8105865522174538
69,4.5125,4.8325,0.37603433476394854,1.8197424892703866
70,4.515,4.835,0.37539341917024327,1.8151645207439202
71,4.5025,4.83375,0.3752103004291846,1.8151645207439202
72,4.5075,4.83375,0.3756680972818312,1.8151645207439202
73,4.5075,4.8325,0.37539341917024327,1.8151645207439202
74,4.5175,4.83375,0.37539341917024327,1.8151645207439202
75,4.5025,4.8325,0.3752103004291846,1.8105865522174538
76,4.5125,4.835,0.3758512160228899,1.8197424892703866
77,4.4875,4.83375,0.3758512160228899,1.8151645207439202
78,4.495,4.83375,0.3745693848354793,1.8105865522174538
